"uniqRowID","overalGradeDiff"
"03862487109f8c1794ce3a107f407ebb_3","16.37147299474988"
"039301ae48f7d184e98085f272c83b82_0","17.809174518649503"
"039301ae48f7d184e98085f272c83b82_1","75.50048570253728"
"039301ae48f7d184e98085f272c83b82_2","53.133602230457264"
"039301ae48f7d184e98085f272c83b82_3","16.75148258512425"
"039301ae48f7d184e98085f272c83b82_4","74.25241003972421"
"039301ae48f7d184e98085f272c83b82_6","19.246052270228073"
"039301ae48f7d184e98085f272c83b82_9","48.49831977317623"
"039301ae48f7d184e98085f272c83b82_11","37.967890511451834"
"039301ae48f7d184e98085f272c83b82_14","39.309524750177246"
"039301ae48f7d184e98085f272c83b82_15","38.10850869835913"
"03b237ebfa5745672d26a030ef898126_4","35.56740803429736"
"03b237ebfa5745672d26a030ef898126_5","21.893367549387065"
"0401c1be16767993b6cce37f508967ed_1","27.82570536946837"
"0401c1be16767993b6cce37f508967ed_2","51.20596513756609"
"0401c1be16767993b6cce37f508967ed_4","34.206499572409605"
"0401c1be16767993b6cce37f508967ed_8","56.597946463577195"
"0401c1be16767993b6cce37f508967ed_14","62.67609036163534"
"0422f7d5f28aec271dc10307cdc5ad53_3","28.258136446663503"
"0422f7d5f28aec271dc10307cdc5ad53_4","32.853815975335436"
"0422f7d5f28aec271dc10307cdc5ad53_7","62.7493975140222"
"0422f7d5f28aec271dc10307cdc5ad53_8","48.34146787142405"
"0422f7d5f28aec271dc10307cdc5ad53_11","56.255562449055866"
"0422f7d5f28aec271dc10307cdc5ad53_13","26.46589037165889"
"0422f7d5f28aec271dc10307cdc5ad53_14","63.26323546663769"
"0422f7d5f28aec271dc10307cdc5ad53_15","37.704670140510395"
"04278ca7471434aae70fe190fff340a8_1","26.985274039501235"
"04278ca7471434aae70fe190fff340a8_2","73.12821156890864"
"042917ed54e9992d52c8230db157a343_0","18.35913157403821"
"042917ed54e9992d52c8230db157a343_1","65.49238188900489"
"042917ed54e9992d52c8230db157a343_3","18.806195720441835"
"042917ed54e9992d52c8230db157a343_4","57.4092455687734"
"042917ed54e9992d52c8230db157a343_5","37.70644705599498"
"042917ed54e9992d52c8230db157a343_7","40.879551343666456"
"042917ed54e9992d52c8230db157a343_8","37.38571277407103"
"042917ed54e9992d52c8230db157a343_11","37.580271171180414"
"042917ed54e9992d52c8230db157a343_14","59.16669286697481"
"042917ed54e9992d52c8230db157a343_15","30.998719791681044"
"043c8c7dfce5f2e8b8fa0a9bbce3812d_2","49.09305155855228"
"0490de61475faf9ba463930098c6d0c3_1","27.096367280173038"
"0490de61475faf9ba463930098c6d0c3_2","29.500698212581312"
"0490de61475faf9ba463930098c6d0c3_4","57.690662800662295"
"0490de61475faf9ba463930098c6d0c3_5","37.73271832724016"
"04c14f33995a96ef47b3ecd6e648e8ee_0","17.785316752512358"
"04c14f33995a96ef47b3ecd6e648e8ee_3","22.19650114981575"
"04c14f33995a96ef47b3ecd6e648e8ee_4","69.0611676365195"
"04c14f33995a96ef47b3ecd6e648e8ee_5","38.03461039756516"
"051ddc25443590dc092826c64ba9e801_5","51.93435114528177"
"051ddc25443590dc092826c64ba9e801_8","61.61766069463261"
"051ddc25443590dc092826c64ba9e801_9","20.128735344805076"
"051ddc25443590dc092826c64ba9e801_11","63.04264231029541"
"051f200b1abbe58f944015cf2010cbcc_1","31.96843666658442"
"051f200b1abbe58f944015cf2010cbcc_2","79.08662911992796"
"053e2b50a4e678f8909964c589b8622b_4","76.4066893894548"
"0582a8a2b674d39f6984a73a5cd74470_4","45.784495829732265"
"0582a8a2b674d39f6984a73a5cd74470_5","81.08325984747846"
"0582a8a2b674d39f6984a73a5cd74470_8","73.53433022602614"
"0582a8a2b674d39f6984a73a5cd74470_9","20.938867941188217"
"0582a8a2b674d39f6984a73a5cd74470_11","68.61166087556032"
"0582a8a2b674d39f6984a73a5cd74470_14","73.99638808879841"
"0582a8a2b674d39f6984a73a5cd74470_15","38.341011723370805"
"05941394bec3373a4dd5aead975cc145_1","26.95867963815017"
"05941394bec3373a4dd5aead975cc145_2","51.8281434613615"
"05941394bec3373a4dd5aead975cc145_4","74.77404560161459"
"05941394bec3373a4dd5aead975cc145_5","71.4857483552986"
"05941394bec3373a4dd5aead975cc145_7","39.32148028665441"
"05941394bec3373a4dd5aead975cc145_8","64.05179903059859"
"05941394bec3373a4dd5aead975cc145_11","60.79450766530028"
"05941394bec3373a4dd5aead975cc145_14","53.4323873179279"
"05941394bec3373a4dd5aead975cc145_15","38.38980870767233"
"066678f6e8a8017a71b0d8d204e0a299_1","75.81648282395578"
"066678f6e8a8017a71b0d8d204e0a299_4","36.63218555285167"
"066678f6e8a8017a71b0d8d204e0a299_5","40.00038590644256"
"066678f6e8a8017a71b0d8d204e0a299_9","36.82182995851792"
"066678f6e8a8017a71b0d8d204e0a299_15","20.63976626001487"
"07c78ed6f9a368d0d3d0529dc52542d5_3","16.53011315929526"
"07c78ed6f9a368d0d3d0529dc52542d5_5","38.186263439065975"
"07c78ed6f9a368d0d3d0529dc52542d5_6","28.08305148508731"
"07c78ed6f9a368d0d3d0529dc52542d5_10","25.99983458592871"
"07c78ed6f9a368d0d3d0529dc52542d5_11","75.32846738190987"
"07c78ed6f9a368d0d3d0529dc52542d5_12","24.18560174852655"
"07c78ed6f9a368d0d3d0529dc52542d5_13","25.306867359037806"
"07c78ed6f9a368d0d3d0529dc52542d5_14","70.31431189682982"
"07c78ed6f9a368d0d3d0529dc52542d5_15","37.97044504582511"
"082fed020be5ad24e65db81d4201aebb_12","19.239360384136145"
"090fbe0a2fa8eee3518f0828b25b6771_2","30.436584547510094"
"090fbe0a2fa8eee3518f0828b25b6771_7","71.04196007342527"
"090fbe0a2fa8eee3518f0828b25b6771_8","37.58182984081777"
"090fbe0a2fa8eee3518f0828b25b6771_11","56.11789202094379"
"090fbe0a2fa8eee3518f0828b25b6771_14","30.337444506938102"
"090fbe0a2fa8eee3518f0828b25b6771_15","22.364926095707517"
"091e1715590612a08e37d7581f9627ab_1","28.868940057051844"
"091e1715590612a08e37d7581f9627ab_4","74.25505274765015"
"091e1715590612a08e37d7581f9627ab_5","38.03919255588558"
"094c5f0a89c6c63335ed5ae69e58e8ba_4","57.563535222835526"
"094c5f0a89c6c63335ed5ae69e58e8ba_5","72.29554997679897"
"094c5f0a89c6c63335ed5ae69e58e8ba_7","77.67609479418039"
"094c5f0a89c6c63335ed5ae69e58e8ba_8","63.33449348894993"
"094c5f0a89c6c63335ed5ae69e58e8ba_9","46.757834499746984"
"094c5f0a89c6c63335ed5ae69e58e8ba_14","71.83466909998202"
"094c5f0a89c6c63335ed5ae69e58e8ba_15","68.20239535038235"
"0953ac0b2c3a548051f50505cc709c69_4","34.076654356982225"
"09d20d803bb0f86e80e305a338f93d1f_1","78.98614980418394"
"09f326ecb52ce68e7c99996f81eb00ef_1","64.90275193197066"
"09f326ecb52ce68e7c99996f81eb00ef_2","78.11308408936969"
"09f326ecb52ce68e7c99996f81eb00ef_4","76.33830095645078"
"0b0789c5eeeffe58bee4928e1f6fa39c_0","19.238737816474117"
"0b2030b424560d65c6a7464c6c7cc7d0_0","25.170169099755196"
"0b2030b424560d65c6a7464c6c7cc7d0_3","31.083229884397763"
"0b7459d0efdf61130c98f68d4bf93b81_11","43.91736560829877"
"0b7459d0efdf61130c98f68d4bf93b81_15","31.230616831193235"
"0bd1c6dd1000d749ae4929bc4f02cd6c_2","67.3943161049146"
"0bd1c6dd1000d749ae4929bc4f02cd6c_4","82.19693591661733"
"0bd1c6dd1000d749ae4929bc4f02cd6c_5","52.43783738083298"
"0bd1c6dd1000d749ae4929bc4f02cd6c_7","82.50889272859537"
"0bd1c6dd1000d749ae4929bc4f02cd6c_8","73.22801140805807"
"0bd1c6dd1000d749ae4929bc4f02cd6c_9","72.62358686617428"
"0bd1c6dd1000d749ae4929bc4f02cd6c_11","77.99949425592662"
"0bd1c6dd1000d749ae4929bc4f02cd6c_14","66.40894355217165"
"0bd1c6dd1000d749ae4929bc4f02cd6c_15","62.147934752787336"
"0be3f3efb6d0812a225026446c6f0081_4","75.84348739703557"
"0be3f3efb6d0812a225026446c6f0081_5","66.01634118117495"
"0be3f3efb6d0812a225026446c6f0081_7","84.02194186854304"
"0be3f3efb6d0812a225026446c6f0081_8","55.303234573577434"
"0be3f3efb6d0812a225026446c6f0081_9","46.09356464814743"
"0be3f3efb6d0812a225026446c6f0081_11","73.37612361686422"
"0be3f3efb6d0812a225026446c6f0081_14","65.4231776661227"
"0be3f3efb6d0812a225026446c6f0081_15","56.7549051168671"
"0bed703176b47e5b7013d156d94462c5_1","27.530654391064797"
"0bed703176b47e5b7013d156d94462c5_3","16.773555956989473"
"0bed703176b47e5b7013d156d94462c5_5","63.065998298009184"
"0bed703176b47e5b7013d156d94462c5_6","18.04549612860109"
"0bed703176b47e5b7013d156d94462c5_11","21.61221905265837"
"0bed703176b47e5b7013d156d94462c5_13","19.538760421898598"
"0bed703176b47e5b7013d156d94462c5_14","65.02268521257315"
"0bed703176b47e5b7013d156d94462c5_15","20.49573277957512"
"0c7751298214fab7bc29d9d47eb18f74_3","19.07512701783091"
"0cce1b66277b50ebd22d4c008737172b_1","26.96458474080504"
"0cce1b66277b50ebd22d4c008737172b_2","29.263061490105333"
"0cce1b66277b50ebd22d4c008737172b_5","64.6876844213817"
"0dd31cbea2a00434bf3554cf92617531_1","66.6627989150232"
"0dd31cbea2a00434bf3554cf92617531_2","71.99233099891607"
"0dd31cbea2a00434bf3554cf92617531_4","35.212300739960426"
"0dd31cbea2a00434bf3554cf92617531_9","36.66276241401923"
"0dd31cbea2a00434bf3554cf92617531_10","34.31962528528465"
"0dd31cbea2a00434bf3554cf92617531_11","43.400357705244375"
"0dd31cbea2a00434bf3554cf92617531_12","16.876780657540113"
"0dd31cbea2a00434bf3554cf92617531_14","30.316338865509135"
"0e2026ef8add0124764735ab4d6baa75_0","18.02822153394551"
"0e211ef815aeaafa02d02fc100e8eb36_0","18.39514523278321"
"0e211ef815aeaafa02d02fc100e8eb36_2","61.803333150616915"
"0e211ef815aeaafa02d02fc100e8eb36_3","16.498399527641038"
"0e211ef815aeaafa02d02fc100e8eb36_5","55.625571435179175"
"0f3071d2d1749dd0820076a9d9f8041c_0","18.77716300020796"
"0f3071d2d1749dd0820076a9d9f8041c_1","27.43035341046352"
"0f3071d2d1749dd0820076a9d9f8041c_2","29.897819222678788"
"0f3071d2d1749dd0820076a9d9f8041c_3","50.1373202416454"
"0f3071d2d1749dd0820076a9d9f8041c_4","76.8124129160487"
"0f3071d2d1749dd0820076a9d9f8041c_5","65.06958076092766"
"0f3758a16d641c93eca6823476e9e8e7_1","64.31053995133354"
"0f3758a16d641c93eca6823476e9e8e7_2","73.50118119080794"
"0f3758a16d641c93eca6823476e9e8e7_4","80.17847508339524"
"0f3758a16d641c93eca6823476e9e8e7_5","22.688437063677195"
"0f3758a16d641c93eca6823476e9e8e7_7","82.60419807544565"
"0f3758a16d641c93eca6823476e9e8e7_8","63.441278563436065"
"0f3758a16d641c93eca6823476e9e8e7_9","46.45926447849585"
"0f3758a16d641c93eca6823476e9e8e7_11","74.47598553504493"
"0fddccd32b7657f128dc0e8772bce54b_4","77.84093047577133"
"0fddccd32b7657f128dc0e8772bce54b_5","63.042856884769144"
"0fddccd32b7657f128dc0e8772bce54b_7","41.55918903648036"
"0feda4abbf6076ea9abbfb1890d7c312_1","52.43422902437576"
"0feda4abbf6076ea9abbfb1890d7c312_2","30.668989565406218"
"0feda4abbf6076ea9abbfb1890d7c312_4","36.712153566786576"
"0feda4abbf6076ea9abbfb1890d7c312_9","36.66552470372005"
"0feda4abbf6076ea9abbfb1890d7c312_11","56.32848706480717"
"0feda4abbf6076ea9abbfb1890d7c312_14","58.43918063917847"
"108a41567a81e5503ba247cb0d23feb8_5","22.63865045159818"
"108a41567a81e5503ba247cb0d23feb8_9","20.317372647516127"
"10f88ad5e34c08d30aa36669a959336d_4","52.8654740930343"
"10f88ad5e34c08d30aa36669a959336d_5","53.69925300316038"
"10f88ad5e34c08d30aa36669a959336d_7","39.41224407230527"
"10f88ad5e34c08d30aa36669a959336d_9","19.299216257311738"
"10f88ad5e34c08d30aa36669a959336d_11","38.00000425410189"
"10f88ad5e34c08d30aa36669a959336d_14","39.87675301445525"
"112ec8fc9b699fe2bc5cf4a936198f58_4","35.63556505567578"
"112ec8fc9b699fe2bc5cf4a936198f58_5","21.73977352831612"
"112ec8fc9b699fe2bc5cf4a936198f58_11","56.46070085034506"
"112ec8fc9b699fe2bc5cf4a936198f58_14","59.81325296210387"
"11853f45bb55748fb0de2c6268e7772c_0","18.39178033350051"
"11853f45bb55748fb0de2c6268e7772c_4","33.956787011061806"
"11853f45bb55748fb0de2c6268e7772c_9","20.66516852573169"
"11853f45bb55748fb0de2c6268e7772c_11","21.795834316833062"
"11853f45bb55748fb0de2c6268e7772c_13","28.838911544337435"
"11853f45bb55748fb0de2c6268e7772c_14","70.50163718036565"
"118bb49deeadc2925a5de6b795821b0d_1","65.68716699720447"
"118bb49deeadc2925a5de6b795821b0d_2","52.19071068946507"
"11acaadff18e746bcfe630f35a4b03f8_3","24.90205085015448"
"11acaadff18e746bcfe630f35a4b03f8_4","36.66494926308895"
"11acaadff18e746bcfe630f35a4b03f8_5","37.93156958648001"
"11c15c61d2f560d683f17c957a401204_4","36.04705188869223"
"11c15c61d2f560d683f17c957a401204_5","53.008592435221665"
"11c15c61d2f560d683f17c957a401204_7","62.38195690273337"
"11c15c61d2f560d683f17c957a401204_8","37.753117224287365"
"11c15c61d2f560d683f17c957a401204_9","64.14748755763982"
"12c287ec65a60a0e06655b2e05f5df7e_9","21.145040369555993"
"12c287ec65a60a0e06655b2e05f5df7e_11","38.18113744906629"
"14afbe755eece177169f6ed9ec7f47ac_1","52.95483251165052"
"14afbe755eece177169f6ed9ec7f47ac_7","74.46286670035464"
"14afbe755eece177169f6ed9ec7f47ac_11","56.49104641736721"
"14afbe755eece177169f6ed9ec7f47ac_14","58.98208303756638"
"14afbe755eece177169f6ed9ec7f47ac_15","30.949062253274814"
"14e75a826cdc3fdd4681d931df7f2cb1_3","17.084630937965667"
"14e75a826cdc3fdd4681d931df7f2cb1_4","35.10320453832938"
"14e75a826cdc3fdd4681d931df7f2cb1_6","36.91431269557349"
"14e75a826cdc3fdd4681d931df7f2cb1_7","72.41820470644255"
"14e75a826cdc3fdd4681d931df7f2cb1_11","68.05736774653316"
"14e75a826cdc3fdd4681d931df7f2cb1_14","67.12960760906526"
"14e75a826cdc3fdd4681d931df7f2cb1_15","47.56430308076151"
"14ee173ca0c0006f5f6f049b633272f0_0","22.833070451258596"
"14ee173ca0c0006f5f6f049b633272f0_3","25.729500959474677"
"14ee173ca0c0006f5f6f049b633272f0_13","19.479269193641453"
"15f72774785d74f49265a80af535da10_2","33.42983836810516"
"164dd6dc4f4796476ecc57fce13112d8_1","66.85758637257887"
"164dd6dc4f4796476ecc57fce13112d8_2","77.52750956920869"
"17833693b72d8a87763212372d1b250b_0","16.837526127344642"
"17833693b72d8a87763212372d1b250b_1","72.146491794087"
"17833693b72d8a87763212372d1b250b_4","77.31142184871793"
"17833693b72d8a87763212372d1b250b_9","73.0444865093806"
"17833693b72d8a87763212372d1b250b_11","21.68299062603008"
"17b46a6f879253c70ea7aaba260f417c_0","27.397032478383768"
"17b46a6f879253c70ea7aaba260f417c_1","52.36234222791279"
"17b46a6f879253c70ea7aaba260f417c_3","26.113769112582812"
"17b46a6f879253c70ea7aaba260f417c_9","20.681961029653948"
"17b46a6f879253c70ea7aaba260f417c_11","57.07355257548621"
"17b46a6f879253c70ea7aaba260f417c_12","16.53235391256769"
"17b46a6f879253c70ea7aaba260f417c_13","30.71756185394537"
"17b46a6f879253c70ea7aaba260f417c_14","58.095366388886724"
"17b46a6f879253c70ea7aaba260f417c_15","61.82924612073533"
"1847a42831305ec2192c6ee029a48f42_0","19.743100393804088"
"18a522d203cc1351c8121380f60a2c84_1","52.61405296657563"
"18a522d203cc1351c8121380f60a2c84_2","29.515351095546652"
"18a522d203cc1351c8121380f60a2c84_4","74.82875442621162"
"18a522d203cc1351c8121380f60a2c84_5","73.54131373346262"
"18a522d203cc1351c8121380f60a2c84_7","82.68246600508219"
"18a522d203cc1351c8121380f60a2c84_8","45.83344071245998"
"18f707b30e7311eaa5411c110e347a64_5","21.417892217354133"
"18f707b30e7311eaa5411c110e347a64_9","21.059138107244994"
"18f707b30e7311eaa5411c110e347a64_11","55.68387792223428"
"18f707b30e7311eaa5411c110e347a64_14","29.104808769964723"
"18f707b30e7311eaa5411c110e347a64_15","19.419434855722383"
"18ff0acc6d80886aace4d658435c778c_0","51.52993376679351"
"18ff0acc6d80886aace4d658435c778c_1","64.00549939376184"
"18ff0acc6d80886aace4d658435c778c_2","31.11062301010196"
"19281822095b7239c735e9c2e5f803ff_0","18.39514523278321"
"192b365afe5ccea2bd1366d38f3d1ed2_1","67.26880686131067"
"192b365afe5ccea2bd1366d38f3d1ed2_2","31.933164018535113"
"192b365afe5ccea2bd1366d38f3d1ed2_3","24.766574961964068"
"192b365afe5ccea2bd1366d38f3d1ed2_4","68.75397274046799"
"192b365afe5ccea2bd1366d38f3d1ed2_5","75.85419526883369"
"192b365afe5ccea2bd1366d38f3d1ed2_9","46.814978130254985"
"192b365afe5ccea2bd1366d38f3d1ed2_10","24.536635892563964"
"192b365afe5ccea2bd1366d38f3d1ed2_11","76.05725334405673"
"192b365afe5ccea2bd1366d38f3d1ed2_12","17.42284281745176"
"192b365afe5ccea2bd1366d38f3d1ed2_13","42.380185253468106"
"192b365afe5ccea2bd1366d38f3d1ed2_14","40.19365125966316"
"192b365afe5ccea2bd1366d38f3d1ed2_15","49.00995496559819"
"1aa0119621b5a3b526e35f8879ee599c_3","16.547202983997398"
"1aa0119621b5a3b526e35f8879ee599c_6","21.057102081007965"
"1aa0119621b5a3b526e35f8879ee599c_11","20.93033758533738"
"1b162bec4da40c41fc9462088dfce575_1","77.76954085688963"
"1b162bec4da40c41fc9462088dfce575_2","30.63448719054991"
"1b162bec4da40c41fc9462088dfce575_4","67.92048319898265"
"1b162bec4da40c41fc9462088dfce575_5","52.88713964829831"
"1b162bec4da40c41fc9462088dfce575_7","40.46972556583161"
"1b162bec4da40c41fc9462088dfce575_8","21.296613161497408"
"1b162bec4da40c41fc9462088dfce575_9","61.659498049506055"
"1b162bec4da40c41fc9462088dfce575_11","56.8129804077457"
"1b162bec4da40c41fc9462088dfce575_14","23.19883090525522"
"1b7f90ec97c287ad03f14f5df6935cd7_4","57.63321830431632"
"1b7f90ec97c287ad03f14f5df6935cd7_5","37.67569795989876"
"1b7f90ec97c287ad03f14f5df6935cd7_8","21.12584380379828"
"1b7f90ec97c287ad03f14f5df6935cd7_11","67.21742076645891"
"1b7f90ec97c287ad03f14f5df6935cd7_14","53.713593126918624"
"1bb965882e17b780386801ddc367c35c_0","18.259316353913746"
"1bb965882e17b780386801ddc367c35c_1","66.85822448094585"
"1bb965882e17b780386801ddc367c35c_2","30.784159195542003"
"1bb965882e17b780386801ddc367c35c_4","45.02350362213389"
"1bb965882e17b780386801ddc367c35c_5","38.06422965471905"
"1bb965882e17b780386801ddc367c35c_11","21.49180859410505"
"1c087fef0b6d8bac2291dbaf76038f88_1","52.55073243747919"
"1c087fef0b6d8bac2291dbaf76038f88_4","57.67364130967467"
"1c087fef0b6d8bac2291dbaf76038f88_5","69.1086089516055"
"1c087fef0b6d8bac2291dbaf76038f88_7","76.36754900431146"
"1c087fef0b6d8bac2291dbaf76038f88_8","46.49033313418099"
"1c087fef0b6d8bac2291dbaf76038f88_9","21.140895794301322"
"1c087fef0b6d8bac2291dbaf76038f88_11","45.13073551055993"
"1c087fef0b6d8bac2291dbaf76038f88_14","28.716830898645487"
"1cad1d8f3ad99c45ceb0febec7c17414_4","74.60691056351828"
"1cad1d8f3ad99c45ceb0febec7c17414_5","61.972275493554996"
"1d0efc5557a36552331fc35271291eec_7","75.32436928641846"
"1d0efc5557a36552331fc35271291eec_8","68.32646026858228"
"1d0efc5557a36552331fc35271291eec_9","56.36028706034546"
"1d0efc5557a36552331fc35271291eec_11","56.89805074160157"
"1d0efc5557a36552331fc35271291eec_14","39.939726280088514"
"1d0efc5557a36552331fc35271291eec_15","59.84813884877641"
"1e32fea29d29d10a5a72a8cb2feb27ea_0","19.194282049274232"
"1e32fea29d29d10a5a72a8cb2feb27ea_1","65.60605512260615"
"1e32fea29d29d10a5a72a8cb2feb27ea_3","16.36647431208836"
"1e32fea29d29d10a5a72a8cb2feb27ea_4","76.17991715855034"
"1e32fea29d29d10a5a72a8cb2feb27ea_5","79.86482219728005"
"1e32fea29d29d10a5a72a8cb2feb27ea_6","30.0419235134766"
"1e32fea29d29d10a5a72a8cb2feb27ea_7","81.44818348545358"
"1e32fea29d29d10a5a72a8cb2feb27ea_8","55.915087592681594"
"1e32fea29d29d10a5a72a8cb2feb27ea_9","64.0951338827252"
"1e32fea29d29d10a5a72a8cb2feb27ea_10","28.73473431687904"
"1e32fea29d29d10a5a72a8cb2feb27ea_11","71.0180978493549"
"1e32fea29d29d10a5a72a8cb2feb27ea_12","29.397121856100213"
"1e32fea29d29d10a5a72a8cb2feb27ea_13","31.090196567127304"
"1e32fea29d29d10a5a72a8cb2feb27ea_14","60.841415395557156"
"1e32fea29d29d10a5a72a8cb2feb27ea_15","45.67855208630666"
"1e56e42003b6fe88e3e9dbd2db967bf6_2","61.512821977605235"
"1e6227bab9c93db9ac615d6ac5a94b9e_0","19.03043012982097"
"1e74ab8ace869225b82a2398ab4149f1_1","70.49717040571242"
"1e74ab8ace869225b82a2398ab4149f1_4","54.637192377174436"
"1e74ab8ace869225b82a2398ab4149f1_5","61.87399521375065"
"1e74ab8ace869225b82a2398ab4149f1_7","63.21749856366563"
"1e74ab8ace869225b82a2398ab4149f1_8","31.526771218981363"
"1e74ab8ace869225b82a2398ab4149f1_9","36.67540632881329"
"1e74ab8ace869225b82a2398ab4149f1_14","51.640506314934974"
"1e74ab8ace869225b82a2398ab4149f1_15","19.67106532318439"
"1ea9d553fd57e77e3f2bab4c4b3a7135_0","18.940797097784696"
"1ea9d553fd57e77e3f2bab4c4b3a7135_4","81.3738527987515"
"1f0f996e8732a4a9b5a772807fbbbf7c_1","78.99197837139141"
"1f0f996e8732a4a9b5a772807fbbbf7c_4","81.12028497480777"
"1f0f996e8732a4a9b5a772807fbbbf7c_5","72.00602303692612"
"1f0f996e8732a4a9b5a772807fbbbf7c_7","72.49486516492537"
"1f0f996e8732a4a9b5a772807fbbbf7c_8","74.64938063960379"
"1f0f996e8732a4a9b5a772807fbbbf7c_9","74.6706481816576"
"1f0f996e8732a4a9b5a772807fbbbf7c_11","74.37606782094026"
"1f0f996e8732a4a9b5a772807fbbbf7c_14","77.69131612519995"
"1f0f996e8732a4a9b5a772807fbbbf7c_15","68.06985928296206"
"1f3cf1cc6de39a680480ad36534f5cab_0","25.202022761333044"
"1f3cf1cc6de39a680480ad36534f5cab_2","30.819795242690972"
"1f3cf1cc6de39a680480ad36534f5cab_3","16.684810975120254"
"1f3cf1cc6de39a680480ad36534f5cab_4","66.33276846984036"
"1f3cf1cc6de39a680480ad36534f5cab_5","40.783895576167744"
"1f3cf1cc6de39a680480ad36534f5cab_7","63.65240912083476"
"1f3cf1cc6de39a680480ad36534f5cab_8","27.336945362661584"
"1f3cf1cc6de39a680480ad36534f5cab_9","61.87788606387053"
"1f3cf1cc6de39a680480ad36534f5cab_11","21.629941712848606"
"1f3cf1cc6de39a680480ad36534f5cab_14","66.373108617666"
"1f3cf1cc6de39a680480ad36534f5cab_15","53.111787561240526"
"1f67cc8e31abc036b81e99408d6cb1d0_4","64.71057299417525"
"1f67cc8e31abc036b81e99408d6cb1d0_5","71.46688427598362"
"1f67cc8e31abc036b81e99408d6cb1d0_7","82.69951904334874"
"1f67cc8e31abc036b81e99408d6cb1d0_8","56.167369281058846"
"1f67cc8e31abc036b81e99408d6cb1d0_9","20.557134420823004"
